Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
..,com.Group11.soulfulplates.payload.response,CartItemDTO,15,0,31,31,110,31,0,0,0.0,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CartItemDTO.java,6
..,com.Group11.soulfulplates.payload.response,CartItemResponse,7,0,15,15,53,15,0,0,0.5333333333333333,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CartItemResponse.java,5
..,com.Group11.soulfulplates.payload.response,CartResponse,5,0,11,11,39,11,0,0,0.5454545454545454,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CartResponse.java,5
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,4,0,7,7,40,7,0,0,0.0,5,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CreateOrderResponse.java,3
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse.Data,1,0,0,0,12,0,0,0,-1.0,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CreateOrderResponse.java,14
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,3,0,7,7,28,7,0,0,0.0,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\CreatePaymentResponse.java,5
..,com.Group11.soulfulplates.payload.response,JwtResponse,13,0,2,2,39,2,0,0,0.0,1,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\JwtResponse.java,8
..,com.Group11.soulfulplates.payload.response,MessageResponse,3,0,1,1,10,1,0,0,0.0,7,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\MessageResponse.java,5
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,29,0,7,7,214,7,0,0,0.0,4,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\OrderDetailsResponse.java,6
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse.OrderDetails,26,0,0,0,186,0,0,0,-1.0,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\response\OrderDetailsResponse.java,44
